LD1	LD2	sampleID
3.8996003	2.2760384	HGDP00806
3.771493	2.907035	HGDP01177
2.5083933	-1.7197438	HGDP01302
3.9335725	2.2438748	HGDP00804
9.36825	-2.5553663	HGDP01019
6.456012	-1.7648255	HGDP01055
1.697133	1.3917637	HGDP00729
9.962714	-2.3544104	HGDP01010
9.952107	-2.670965	HGDP01014
4.3173027	-1.3086909	HGDP00871
7.77175	-2.0300844	HGDP00862
1.0307634	0.7878849	HGDP00634
1.9366093	1.711372	HGDP00693
1.0547941	1.3815445	HGDP00644
1.2419114	0.9996293	HGDP00613
1.6315732	1.3595899	HGDP00654
1.2347574	1.2349565	HGDP00734
1.0527637	1.4090613	HGDP00645
1.1999013	3.678765	HGDP01267
1.6129999	2.231936	HGDP00701
1.278874	1.480371	HGDP00733
1.3047209	1.6079135	HGDP00744
2.30509	-4.170649	HGDP01208
4.3606815	1.0379356	HGDP00302
3.9761238	3.2814453	HGDP01380
3.7291796	2.3790214	HGDP00795
-0.57215804	4.7047024	HGDP00913
1.3202692	4.0113683	HGDP01258
6.677045	-2.0113654	HGDP00864
0.9561427	-4.5554624	HGDP01339
2.1760752	1.8081595	HGDP00568
1.3470565	3.7316024	HGDP01280
-0.13117334	2.88127	HGDP01261
1.1872532	1.1868356	HGDP00622
1.1907973	3.8259254	HGDP01264
1.1172612	1.3304178	HGDP00692
1.8678914	1.28061	HGDP00736
1.4257519	3.094218	HGDP00612
1.6210672	1.5737218	HGDP00740
1.80634	1.1926872	HGDP00584
1.9853592	1.3424616	HGDP00600
0.7571267	1.0774107	HGDP00627
4.149125	3.2739475	HGDP01374
-0.21287194	-1.7574966	HGDP00542
1.774755	1.4154111	HGDP00559
11.209909	-2.8822923	HGDP00838
2.314779	-1.0657061	HGDP01301
1.2850795	1.3280007	HGDP00642
1.3914726	1.376989	HGDP00694
1.0032237	1.9601009	HGDP01259
2.460603	-0.27141553	HGDP00187
4.9215913	0.80140334	HGDP00274
4.4192243	0.6774486	HGDP00281
1.0694048	3.5096247	HGDP01263
7.7817893	-2.2601511	HGDP01057
1.8172201	1.5690705	HGDP00606
1.8003551	1.1814386	HGDP00601
1.685046	1.4375616	HGDP00689
1.4828844	1.6138183	HGDP00697
1.7303077	0.26861006	HGDP00064
2.6926	0.18364449	HGDP00222
2.1346757	0.001632283	HGDP00007
3.9114556	3.9992685	HGDP01062
1.9673946	1.2664832	HGDP00567
2.8979738	-3.187046	HGDP00967
1.9504504	-0.36021036	HGDP00206
7.5287495	-2.2581956	HGDP00865
0.9000938	1.4441342	HGDP00731
-0.20186356	-1.8631736	HGDP00664
1.3613313	3.5557158	HGDP01266
1.0485919	3.1477954	HGDP01265
1.7028222	2.8960865	HGDP00630
3.5086157	3.4312284	HGDP01064
1.517054	3.9067667	HGDP01272
0.68961483	3.1096582	HGDP01279
1.2774973	1.0516765	HGDP00680
3.3370826	2.393456	HGDP00521
-0.7189174	4.3169856	HGDP01284
-7.1694527	1.5256778	HGDP00456
0.6035998	-5.2775693	HGDP00778
-0.8126779	4.1892204	HGDP00927
8.866604	-2.4283812	HGDP00998
-0.5416045	-6.041184	HGDP01307
2.9243455	2.762734	HGDP00665
3.8090422	3.8803756	HGDP01079
4.221424	4.2808065	HGDP01078
-0.16413155	-5.536918	HGDP01323
1.8562913	2.947493	HGDP00616
1.3364351	1.8865432	HGDP00725
1.6148472	-4.651109	HGDP01338
-0.36743626	-6.22063	HGDP01333
-7.072731	1.5503137	HGDP00449
-7.2584443	1.4795759	HGDP00476
1.5656111	-0.24328916	HGDP00027
1.6353072	-4.528596	HGDP01345
-0.23545825	-1.7180675	HGDP00548
3.0443933	1.5484117	HGDP01402
1.6037803	2.0523856	HGDP00737
2.3873098	-0.16653089	HGDP00232
2.0638902	-4.2339163	HGDP01246
1.6390599	-4.5852423	HGDP00773
2.1293805	-4.454559	HGDP00749
1.867402	1.34525	HGDP00597
-0.045285136	-5.7980003	HGDP01198
2.30771	-0.020259073	HGDP00058
-0.117153436	-6.0951333	HGDP00785
3.8392467	1.8206216	HGDP00903
-0.2593303	-1.6615471	HGDP00540
0.38761422	-5.283018	HGDP01098
8.092076	-2.2559566	HGDP00706
1.1114211	3.600835	HGDP01253
2.1387825	1.4060992	HGDP00569
3.0578322	-3.9046175	HGDP01240
0.41181657	-5.3829756	HGDP01315
1.5861225	0.056790065	HGDP00160
4.198227	2.8514245	HGDP01364
-7.3883553	1.2100494	HGDP01032
3.8736422	2.7275255	HGDP01153
-0.7309694	4.3595147	HGDP00932
6.2690983	-2.1022108	HGDP01047
2.672578	-0.63039273	HGDP00338
10.900191	-2.9284117	HGDP00846
-8.088565	0.72154546	HGDP00991
-0.7573899	4.3142295	HGDP00936
0.75314325	3.0949643	HGDP01274
-1.0382392	4.248976	HGDP01030
0.05226499	-2.294636	HGDP00660
2.5451214	-0.15984504	HGDP00216
-0.26723623	-2.113105	HGDP00656
3.8047283	3.65983	HGDP01076
-0.53940374	5.0862412	HGDP01286
7.0908766	-2.215989	HGDP01044
2.4676268	-3.8298469	HGDP01242
-0.8175244	4.1417522	HGDP01417
3.35623	-2.9921386	HGDP00956
0.15318224	-5.3707986	HGDP01320
1.5339421	-4.562358	HGDP01179
2.816832	-1.2451328	HGDP00124
-0.7858684	4.469663	HGDP01034
-0.7533745	4.385946	HGDP01414
0.07360947	-5.161458	HGDP01308
2.1494563	0.3314094	HGDP00090
2.4484518	-0.2067192	HGDP00195
1.4836797	-4.7103257	HGDP01188
2.1417613	-4.1043196	HGDP01250
-7.175396	1.5381306	HGDP00474
-0.7262865	4.629399	HGDP01199
9.085071	-2.432221	HGDP01018
1.4197398	2.4566329	HGDP00650
1.1120234	0.23559482	HGDP00157
4.758295	0.8149044	HGDP00286
-7.2266006	0.8954203	HGDP01036
3.5047967	2.2600389	HGDP00526
-0.452931	-5.218176	HGDP00717
1.107859	-4.80462	HGDP00783
2.3012407	1.058873	HGDP01401
4.6784267	3.675377	HGDP01365
1.171905	1.189399	HGDP00722
4.4160843	2.1053395	HGDP00887
-0.25222325	-5.941675	HGDP01335
2.6869218	-1.2000932	HGDP01306
-6.634414	1.752664	HGDP00982
-8.189405	0.9176011	HGDP00987
2.8583186	-3.0715134	HGDP00951
0.5036547	-4.8798213	HGDP00713
1.4527361	-4.8305035	HGDP00775
3.138335	2.443564	HGDP01172
3.8923385	2.6479604	HGDP00533
3.4764946	2.4188576	HGDP01163
-0.6900484	4.9751406	HGDP01035
2.698891	-4.0651593	HGDP01215
2.340737	-0.35054964	HGDP00428
-0.27373892	-1.6720389	HGDP00552
1.707261	-4.434036	HGDP01350
6.924842	-2.0853736	HGDP00855
9.807659	-2.4729145	HGDP01015
11.066787	-2.9325778	HGDP00852
-0.46775562	-6.0112743	HGDP01314
7.5289593	-2.1111643	HGDP00702
2.5516293	0.032374453	HGDP00208
0.29332533	-5.382419	HGDP01095
9.753596	-2.528578	HGDP01012
2.3178818	-4.004417	HGDP01223
1.8024957	-4.501792	HGDP01228
3.353659	2.3621395	HGDP01168
-0.28305912	-1.732227	HGDP00554
2.7928798	-1.4217027	HGDP00125
-0.8237814	4.36443	HGDP01028
2.3637474	-1.2245826	HGDP01297
0.858717	-5.303753	HGDP01191
4.656969	0.9638012	HGDP00328
1.9999462	0.20391627	HGDP00019
-3.8221552	4.5921364	HGDP00461
-0.7287913	-5.7731156	HGDP01312
-0.5975996	4.602358	HGDP00915
-0.7973016	4.73935	HGDP00928
3.8339913	2.2236528	HGDP00530
7.254693	-2.2524104	HGDP00857
-4.2052174	5.014914	HGDP00457
1.725516	-4.5521574	HGDP01355
3.1415997	-3.5677447	HGDP01211
3.6367185	1.65232	HGDP00798
3.1350229	-3.794181	HGDP01203
3.9509954	2.2039444	HGDP00796
