1.7719754	2.3884988	AA0140-C
1.494927	2.433536	AA0141-C
-0.40842554	-1.3300854	AB0085-C
-1.6640375	3.9500384	AB0087-C
-1.7370768	4.2969017	AB0088-C
-2.08573	4.3282986	AB0089-C
-2.0629377	4.211106	AB0090-C
-1.7475562	4.2088423	AB0091-C
-1.7142193	4.159772	AB0092-C
-1.4679505	4.1179094	AB0094-C
-2.2285354	4.409201	AB0095-C
-1.1839893	3.8468528	AB0097-C
-1.9676766	4.0542746	AB0098-C
-1.8968048	4.127078	AB0099-C
-2.0975904	4.2474475	AB0100-C
-2.0941577	4.2591004	AB0101-C
-1.0988778	-0.943672	AB0103-C
-0.551369	-1.4781576	AB0104-C
-3.637746	-0.87727624	AB0108-C
-2.3717294	4.2344155	AB0109-C
-0.88319653	3.8973432	AB0110-C
-2.0494075	4.37257	AB0111-C
-2.4660292	4.2350874	AB0112-C
-0.73225254	3.4794364	AB0113-C
-2.151071	4.3418164	AB0114-C
-0.90944386	3.671108	AB0115-C
-0.87290025	-1.0975548	AB0117-C
-0.7385853	-1.2605759	AB0118-C
-1.1869907	-1.1167628	AB0119-C
-1.7240298	4.2668605	AB0122-C
-3.0793333	4.6991243	AB0123-C
-2.2907891	4.4389124	AB0124-C
-1.7964909	-1.1423237	AB0126-C
-1.0319606	-0.93901926	AB0127-C
-0.84273225	-0.9920278	AB0128-C
-2.0153217	-1.1617385	AB0129-C
-1.0463681	-0.87503606	AB0130-C
-1.1230146	-0.95811707	AB0133-C
-0.06681552	-1.7297857	AB0134-C
-1.0546863	-0.72569555	AB0135-C
-1.7835436	-1.4455246	AB0136-C
-1.7859945	4.29694	AB0137-C
-1.6349542	4.189348	AB0138-C
-1.6732203	4.075969	AB0139-C
-0.5984271	3.412426	AB0140-C
-1.7076488	4.2108684	AB0142-C
-2.1715217	-1.3192595	AB0143-C
-1.5451268	-0.9826649	AB0145-C
-1.3474483	-1.4304707	AB0146-C
-0.97640616	-1.1235843	AB0147-C
-1.3370175	-1.0981897	AB0148-C
-1.3685956	-1.1219752	AB0150-C
-1.2738624	-1.0788752	AB0151-C
-1.1349652	-0.8539422	AB0153-C
-2.3657477	-1.3923758	AB0155-C
-1.806409	-0.8900791	AB0157-C
-0.41566977	-1.2079942	AB0158-C
-1.5439628	-0.93615276	AB0159-C
-1.95452	-0.9958505	AB0160-C
-1.1148823	-1.052287	AB0161-C
-1.2244273	-0.9363387	AB0162-C
-0.7949123	-1.5078965	AB0164-C
-0.7493332	-1.2380275	AB0165-C
-2.1351805	-1.0909003	AB0166-C
-1.3201178	-1.0192437	AB0167-C
-1.1969757	-1.2215902	AB0169-C
-1.8640404	-0.8892829	AB0170-C
-1.4399116	-1.1029277	AB0171-C
-1.1487204	-1.0709594	AB0172-C
-0.8672282	-1.2963115	AB0173-C
-1.1646649	-0.8718286	AB0174-C
-1.2214026	-0.9705859	AB0175-C
-1.6574994	-0.8652769	AB0176-C
-1.3563645	-0.9824112	AB0177-C
-1.2782286	-0.9702776	AB0178-C
-0.96418893	-1.1453539	AB0179-C
-1.0900687	3.885547	AB0181-C
-1.4536004	4.1232014	AB0182-C
-2.142674	4.3155413	AB0183-C
-1.6643624	4.144265	AB0184-C
-1.8553882	4.4075546	AB0185-C
-2.0463028	4.372384	AB0186-C
-1.7926664	4.0806437	AB0187-C
-1.8275161	4.1534543	AB0188-C
-2.3205957	4.3625326	AB0189-C
-1.9188796	4.235513	AB0190-C
-1.0179818	3.7385435	AB0191-C
-2.3814297	4.273471	AB0192-C
-2.4963162	4.0617704	AB0195-C
-2.0291116	4.4720564	AB0196-C
-1.1465042	-0.9487576	AB0197-C
-1.3024511	-1.0000829	AB0198-C
-1.7951787	-1.1941174	AB0199-C
-0.7255717	-1.2929561	AB0200-C
-0.8157582	-1.1870445	AB0201-C
-1.4873327	-0.95575184	AB0202-C
-1.0737678	-0.9722534	AB0203-C
-1.9703004	4.3487654	AB0204-C
-2.837872	-0.4755277	AB0205-C
-0.592746	-1.5865225	AB0206-C
-0.8976926	-1.3188573	AB0207-C
-0.85507077	-1.3995261	AB0208-C
-2.0335004	4.162779	AB0209-C
-1.4391118	3.91502	AB0210-C
-1.695752	-0.7569683	AB0211-C
-1.5877143	4.1563215	AB0212-C
-1.4917588	4.3345976	AB0213-C
-1.8783369	4.1113257	AB0215-C
-1.4348624	-1.165875	AB0217-C
-1.6902314	-1.0316796	AB0218-C
-1.2102542	3.9668956	AB0219-C
-1.8630965	4.33739	AB0221-C
-1.9209933	4.2389145	AB0222-C
-1.59514	4.177006	AB0223-C
-1.9499111	4.2710457	AB0224-C
-1.7316376	4.3278933	AB0226-C
-1.3768009	4.133813	AB0227-C
-1.2973496	-0.902041	AB0228-C
-2.2961287	4.334326	AB0229-C
-1.1928455	-1.3693622	AB0231-C
-1.7810974	-1.1509537	AB0232-C
-0.64339626	-1.079398	AB0233-C
-1.6907123	4.2230387	AB0234-C
-1.5811913	-1.1903487	AB0235-C
-1.1184071	-1.1806637	AB0236-C
-1.540565	4.01	AB0237-C
-1.4119692	-1.1600631	AB0238-C
-1.4417593	-0.8051649	AB0239-C
-1.7532301	4.29963	AB0240-C
-1.0467265	-1.0010034	AB0241-C
-1.7520978	4.2565017	AB0242-C
-1.8014419	4.2001877	AB0243-C
-1.1861833	-0.9337074	AB0244-C
-2.4729762	4.5009484	AB0246-C
-1.6468258	4.1915984	AB0247-C
-2.0908785	4.3068056	AB0248-C
-1.9033289	4.2990017	AB0249-C
-1.844912	4.239017	AB0250-C
-0.74204445	-1.3801068	AB0251-C
-1.1286004	-1.1524881	AB0252-C
-1.7559276	-0.93299013	AB0253-C
-1.5931244	-0.81315666	AB0255-C
-1.44693	-0.98372537	AB0256-C
-1.5967104	4.0896993	AB0257-C
-1.653318	3.641621	AB0258-C
-1.1192706	-1.0910121	AB0260-C
-1.2897696	-1.1787349	AB0261-C
-2.0527515	4.1855555	AB0262-C
-1.5751662	4.174354	AB0263-C
-1.2758996	-1.1519948	AB0264-C
-1.8209962	-0.9916275	AB0265-C
-1.8751619	4.1561146	AB0266-C
-1.9194763	4.22797	AB0267-C
-1.524	-1.0236474	AB0268-C
-1.0465657	-1.1008862	AB0270-C
-1.8391469	-1.1059014	AB0271-C
-1.3003515	-1.2064126	AB0272-C
-1.2794806	-1.0349667	AB0273-C
-0.5349639	-0.74764603	AB0274-C
-1.7168894	-1.1001803	AB0275-C
-2.0038404	4.200781	AB0276-C
-0.6065294	-1.2012101	AB0277-C
-1.0040357	-1.2886633	AB0278-C
-1.4879189	3.7829418	AB0279-C
-0.7747033	-0.969801	AB0280-C
-0.71940535	-1.2094566	AB0281-C
-1.7508118	4.0723763	AB0282-C
-1.1554368	-1.2417467	AB0283-C
-1.457304	-1.1121069	AB0284-C
1.2267499	-0.88439554	AC0089-C
1.0432476	-0.9171465	AC0090-C
1.4474108	-1.1200492	AC0091-C
1.3093407	-1.1966211	AC0092-C
0.84252036	-1.0362958	AC0093-C
0.9028048	-0.8965921	AC0094-C
1.0655988	-0.86185104	AC0095-C
1.0260063	-0.86482674	AC0096-C
1.1020362	-0.9352402	AC0097-C
1.0163307	-0.8784577	AC0098-C
0.9614217	-0.90092677	AC0099-C
0.94984823	-1.033879	AC0100-C
1.4727286	-0.87204874	AC0101-C
0.9596662	-0.9722669	AC0102-C
1.3183706	-0.89631003	AC0103-C
0.70572287	-0.6384557	AC0104-C
0.7701939	-0.90354556	AC0105-C
0.9548095	-0.6072722	AC0106-C
0.98857325	-0.76479983	AC0107-C
1.5527637	-1.1105326	AC0108-C
1.4552418	-1.2586023	AC0109-C
0.9258782	-0.7546082	AC0110-C
1.1413568	-0.7044321	AC0111-C
1.0112543	-0.7499742	AC0112-C
1.0119394	-0.80809134	AC0113-C
0.9532297	-0.8703983	AC0114-C
1.1016394	-0.82994133	AC0115-C
1.1494615	-0.8092824	AC0116-C
0.7594922	-0.6264115	AC0117-C
0.9004737	-0.7794134	AC0118-C
0.899912	-0.78212076	AC0119-C
0.9985923	-1.0933877	AC0120-C
1.3427954	-1.2713751	AC0121-C
1.1456349	-0.9972055	AC0122-C
1.3335724	-1.083264	AC0123-C
1.2297952	-0.9084116	AC0124-C
0.66387236	-1.0129318	AC0125-C
0.86401105	-0.64477605	AC0126-C
0.9078105	-0.7200832	AC0127-C
0.972238	-0.86930305	AC0128-C
0.875155	-0.85721356	AC0129-C
1.019028	-0.74110156	AC0130-C
0.8592432	-0.6060316	AC0131-C
0.9646292	-0.89581543	AC0132-C
0.8633793	-1.0328809	AC0133-C
0.78801	-0.97267383	AC0134-C
1.1769056	-0.72430915	AC0135-C
1.0610806	-1.2209241	AC0136-C
1.0323497	-0.6940505	AC0137-C
0.8522597	-0.72453004	AC0138-C
0.8721035	-1.109718	AC0139-C
1.0607076	-0.78247625	AC0140-C
1.0777347	-0.8133614	AC0141-C
1.0368946	-0.7925482	AC0142-C
1.3929513	-0.99919444	AC0143-C
0.99389726	-0.6836949	AC0144-C
0.70911443	-0.67007095	AC0145-C
0.88753325	-0.7927963	AC0146-C
1.1128061	-0.7643239	AC0147-C
1.1139301	-0.80431974	AC0148-C
0.9333672	-0.8005354	AC0149-C
0.79882973	-0.5916161	AC0150-C
1.0611125	-0.9480436	AC0151-C
1.1467066	-0.8430813	AC0152-C
0.98610705	-0.7212687	AC0153-C
0.96279633	-0.9741314	AC0154-C
0.8117281	-0.59168655	AC0155-C
0.77461886	-0.74065715	AC0156-C
1.0152605	-0.65901846	AC0157-C
0.8587648	-0.78043205	AC0158-C
1.0619588	-0.759211	AC0159-C
0.5363385	-0.49111122	AC0160-C
1.0863492	-0.7917389	AC0161-C
0.91920805	-0.8026574	AC0162-C
1.0912049	-0.897772	AC0163-C
1.2803028	-0.9868812	AC0164-C
0.6210361	-0.9944586	AC0166-C
0.7131768	-1.0756118	AC0167-C
0.99669385	-0.67445916	AC0168-C
1.0112073	-0.8686523	AC0169-C
1.0976597	-0.88391286	AC0170-C
1.1749305	-1.1876041	AC0171-C
1.2491705	-0.8624918	AC0172-C
0.81435555	-0.80474323	AC0173-C
1.2894363	-0.9740556	AC0174-C
0.7358152	-0.64201814	AC0176-C
0.8747821	-1.0279391	AC0177-C
0.88026786	-0.76531464	AC0178-C
0.8505742	-1.103603	AC0179-C
1.0610522	-0.9231408	AC0180-C
1.0927185	-1.0833238	AC0181-C
0.9864931	-0.65665036	AC0182-C
0.87697196	-0.8561892	AC0183-C
0.8928563	-0.76710397	AC0184-C
0.52161586	-0.96188635	AC0185-C
0.8620487	-0.8176511	AC0186-C
0.74183553	-0.9613461	AC0187-C
1.070163	-0.94314915	AC0188-C
0.8650045	-0.69257504	AC0189-C
0.98547506	-0.9536511	AC0190-C
0.7026252	-0.60427433	AC0191-C
0.83890414	-0.727956	AC0192-C
0.64443034	-0.7722972	AC0193-C
0.6160288	-0.85154945	AC0194-C
1.2153063	-0.93109447	AC0195-C
1.0696554	-1.1478115	AC0196-C
1.0740051	-0.87444323	AC0197-C
-0.42876205	-1.2962775	AC0199-C
1.0530128	-0.7583377	AC0200-C
1.0900736	-0.8061089	AC0201-C
0.5714564	-0.720027	AC0202-C
0.86696064	-0.7030621	AC0203-C
-1.0577044	1.2874305	AG0082-C
-0.29433188	1.066409	AG0085-C
-0.74194825	1.1192915	AG0089-C
0.0108052865	1.1021746	AG0096-C
-1.0697966	1.3470361	AG0097-C
-1.03889	1.2871413	AG0098-C
0.3808432	1.0361499	AG0100-C
-1.2197721	1.2810761	AG0102-C
-0.45490286	1.1450863	AG0104-C
-0.35628888	1.1360308	AG0106-C
-0.56345147	1.1237776	AG0108-C
-0.69899386	1.2805808	AG0109-C
-0.29863325	1.1311814	AG0111-C
-0.5912987	1.1828007	AG0118-C
-1.079118	1.2058976	AG0120-C
0.14902064	0.9615392	AG0121-C
-0.7373549	1.2435552	AG0123-C
-0.4888002	1.1581869	AG0125-C
-0.17187282	1.0946351	AG0126-C
0.057072736	1.1780143	AG0127-C
-0.40497085	1.1590377	AG0128-C
-1.0653841	1.2467363	AG0129-C
-1.3558581	1.3590072	AG0133-C
0.18115559	1.0535415	AG0134-C
-0.54850525	1.0844499	AG0136-C
-0.67479897	1.1584169	AG0137-C
-0.49550614	1.04402	AG0138-C
-0.3210173	1.078871	AG0139-C
-0.733776	0.9008499	AG0141-C
-0.91404194	1.4932243	AG0142-C
-0.42965528	1.2918817	AG0143-C
-0.28354254	1.1330442	AG0144-C
0.38386694	0.9478783	AG0145-C
-1.0030379	1.3367059	AG0146-C
-0.4569809	1.1908039	AG0147-C
-0.7218065	1.1724294	AG0148-C
-0.46797696	1.1316221	AG0152-C
0.002445437	1.1587833	AG0153-C
-0.40676185	1.0237715	AG0156-C
-0.48888978	1.0607523	AG0159-C
-1.6183981	1.6275508	AG0162-C
-1.0412105	1.1782407	AG0163-C
-0.07275232	1.1616577	AG0169-C
-0.015157901	1.1044024	AG0170-C
-0.89206076	1.2534982	AG0172-C
-0.5089317	0.99762505	AG0178-C
0.04957906	0.9690508	AG0179-C
0.08438931	1.0282332	AG0181-C
-0.6455534	1.0929563	AG0183-C
-0.5112286	1.2114052	AG0195-C
-0.044327043	1.1216183	AG0197-C
-0.9263682	1.2442676	AG0202-C
-0.46233383	1.2463018	AG0203-C
-0.50873333	1.3789684	AG0204-C
-0.21014819	1.2510127	AG0206-C
0.19813195	1.0322071	AG0208-C
-0.44763473	1.2115897	AG0214-C
-0.961095	1.1873204	AG0221-C
-0.98831147	1.263072	AG0223-C
-0.34458676	1.0124513	AG0227-C
-0.9121089	0.9833767	AG0229-C
-0.4870431	1.2483234	AG0230-C
0.2997174	1.0477501	AG0231-C
-0.3618618	1.1948284	AG0232-C
-0.11846932	1.1454853	AG0263-C
2.2310088	0.8507014	AJ0023-C
2.870307	0.90003675	AJ0024-C
2.4924393	0.921863	AJ0028-C
2.2459965	0.9149571	AJ0032-C
1.7389313	1.035304	AJ0035-C
2.8426464	0.8570792	AJ0036-C
1.7394491	1.0099853	AJ0037-C
1.6298355	1.0162957	AJ0038-C
1.9148989	1.0086508	AJ0039-C
2.5155363	0.7886125	AJ0043-C
2.5357866	0.86368483	AJ0044-C
1.7160414	1.0175153	AJ0045-C
1.9961782	0.86813945	AJ0047-C
1.9378924	0.9054032	AJ0051-C
1.6753561	1.1076394	AJ0052-C
2.209796	0.8671859	AJ0056-C
2.0569654	0.98534447	AJ0059-C
2.3831544	0.92368823	AJ0060-C
2.3214755	0.87304336	AJ0061-C
2.1083405	0.8147266	AJ0063-C
2.2703714	0.733525	AJ0064-C
2.2653234	0.8224998	AJ0066-C
1.7261153	1.0860971	AJ0068-C
1.908804	0.91478485	AJ0070-C
2.3876798	0.8722803	AJ0071-C
2.4737787	0.89124537	AJ0072-C
2.433758	0.84995157	AJ0074-C
2.2894409	1.0228604	AJ0075-C
2.3840678	0.915513	AJ0076-C
2.325021	0.7629818	AJ0077-C
2.0298069	0.99851805	AJ0078-C
2.4320235	0.9148224	AJ0080-C
2.3726547	0.959055	AJ0081-C
2.10363	0.9813599	AJ0084-C
1.7240354	0.99889034	AJ0085-C
2.6517525	0.77682763	AJ0086-C
2.304853	0.7518452	AJ0087-C
2.2525678	1.0029027	AJ0088-C
2.1968644	0.8480649	AJ0090-C
2.5112522	0.86149675	AJ0092-C
2.5391161	0.822204	AJ0093-C
2.4215264	0.88739026	AJ0095-C
1.8318766	1.0428783	AJ0096-C
1.5706551	1.1243432	AJ0097-C
1.9934728	0.9977321	AJ0098-C
2.4481695	0.90515393	AJ0099-C
2.4017277	0.94297165	AJ0100-C
2.0854967	0.9700698	AJ0101-C
2.1950727	0.92396444	AJ0102-C
2.460247	0.87253886	AJ0103-C
2.496472	0.85224575	AJ0105-C
2.298539	0.96165365	AJ0107-C
2.2686841	0.875745	AJ0109-C
1.8996915	1.0553004	AJ0113-C
2.0317469	0.98780197	AJ0115-C
2.355459	0.9523054	AJ0116-C
2.2536538	0.8009016	AJ0117-C
2.1874893	0.9364868	AJ0119-C
2.2248693	0.8623081	AJ0128-C
2.5557966	0.8524454	AJ0129-C
1.9024867	0.96517867	AJ0130-C
2.5664732	0.8064961	AJ0131-C
1.8584088	0.9220689	AJ0132-C
2.5987277	0.7983379	AJ0133-C
1.7201463	1.0276612	AJ0134-C
2.1986716	1.0452763	AJ0135-C
2.4569974	0.81597376	AJ0136-C
2.1395776	0.9544467	AJ0137-C
2.6611874	0.8680319	AJ0138-C
1.9537952	0.9759669	AJ0139-C
2.1413264	0.99156445	AJ0140-C
2.2119582	0.9236304	AJ0141-C
2.2130241	0.96122783	AJ0142-C
2.372804	0.9577288	AJ0143-C
2.097299	0.88207966	AJ0144-C
2.14383	0.98190254	AJ0145-C
2.585154	0.76936847	AJ0146-C
2.3531399	0.8982397	AJ0147-C
2.8496041	0.74846673	AJ0148-C
2.102316	0.88543457	AJ0149-C
1.904458	1.0120763	AJ0150-C
2.0891876	1.0910934	AJ0151-C
2.3838289	0.7673868	AJ0152-C
2.6554673	0.81706995	AJ0153-C
2.0539455	0.9838169	AJ0154-C
2.2295024	0.9250967	AJ0155-C
2.4267263	0.9178414	AJ0156-C
2.3389268	0.922539	AJ0157-C
2.2376637	0.91399854	AJ0158-C
2.4122753	0.8871464	AJ0159-C
1.8061664	1.0325745	AJ0161-C
8.510579	4.052223	AK0060-C
8.45893	0.6758969	AK0062-C
11.345467	5.156232	AK0065-C
12.117342	4.622347	AK0066-C
9.258364	5.11302	AK0067-C
10.2678	4.999677	AK0068-C
10.270187	5.111951	AK0069-C
7.9303703	3.8764157	AK0070-C
9.865611	5.0080285	AK0072-C
10.504613	2.0753605	AK0073-C
11.021634	3.431909	AK0074-C
10.613294	1.61991	AK0075-C
11.709104	3.543524	AK0076-C
8.949786	2.062525	AK0077-C
8.304909	3.3490283	AK0078-C
11.21111	3.7168818	AK0079-C
11.654746	3.4547625	AK0080-C
10.501022	1.7504086	AK0081-C
7.3157315	0.8269684	AK0082-C
7.4503717	3.994021	AK0085-C
7.4550643	2.8431964	AK0086-C
9.424064	1.2539454	AK0087-C
6.978999	2.5096946	AK0088-C
8.138915	1.9902519	AK0089-C
7.085185	1.4770193	AK0090-C
7.196222	1.7254771	AK0091-C
6.8336997	3.6111157	AK0092-C
12.585818	2.7593377	AK0093-C
8.78728	3.9320164	AK0094-C
10.925819	2.2566023	AK0095-C
9.975461	1.3833603	AK0096-C
10.248058	4.248771	AK0098-C
8.525776	1.4457914	AK0099-C
10.613721	2.2754302	AK0100-C
7.59816	1.5495372	AK0101-C
7.968407	4.558741	AK0102-C
7.8478494	0.7020646	AK0103-C
10.101485	2.5117862	AK0104-C
6.805068	2.0788069	AK0105-C
9.068858	1.2011818	AK0106-C
10.681226	3.451158	AK0107-C
9.345464	0.95763874	AK0108-C
7.71113	1.9286369	AK0109-C
6.782522	1.0739852	AK0110-C
8.16521	1.3201424	AK0116-C
10.749455	2.0750237	AK0117-C
8.695958	0.988628	AK0119-C
7.260117	0.62055194	AK0127-C
0.315757	-1.9128929	AN0007-C
-1.0036035	-1.4918886	AN0008-C
-1.193372	-1.1230103	AN0009-C
-3.477709	-7.101633	AN0010-C
-1.6438982	-1.1953582	AN0011-C
-1.0083781	-1.9098065	AN0012-C
-2.94188	-2.1285806	AN0013-C
0.3493568	-1.8835764	AN0014-C
-1.7899685	-2.0045142	AN0015-C
-1.5427303	-1.2168959	AN0016-C
-1.5558782	-1.3487867	AN0017-C
-1.9637218	-1.7908438	AN0018-C
-2.373488	-1.9055418	AN0019-C
-0.095579706	-2.8381085	AN0020-C
-1.0560122	-1.7254773	AN0022-C
-0.50390035	-1.5184534	AN0023-C
-2.1043186	-1.6302738	AN0024-C
-0.69608444	-0.9573861	AN0025-C
-0.72676927	-1.3996774	AN0026-C
-2.107224	-1.6700221	AN0027-C
-0.8825053	-1.4485713	AN0028-C
-1.1204019	-1.3826205	AN0029-C
0.17654207	-2.0805538	AN0030-C
-0.75082815	-1.4466757	AN0031-C
-0.25596312	-1.3792647	AN0032-C
-0.29619953	-1.458495	AN0033-C
-1.7136886	-1.3712559	AN0034-C
0.36009905	-1.5426402	AN0035-C
-0.7033366	-1.4127897	AN0036-C
-0.13052705	-1.667097	AN0037-C
-0.38328782	-1.7580371	AN0038-C
-0.75518376	-1.3332524	AN0039-C
0.45839372	-1.896504	AN0040-C
-0.34104446	-1.3232876	AN0041-C
-1.0400264	-1.4463443	AN0042-C
0.12441418	-1.5333742	AN0043-C
-0.4168543	-1.8239926	AN0044-C
-1.4946365	-1.6897126	AN0045-C
-0.53115433	-1.5231243	AN0046-C
0.5692838	-2.1029224	AN0047-C
-1.5272605	-1.4502171	AN0048-C
-0.28167155	-1.3692176	AN0049-C
-1.0774976	-1.703843	AN0050-C
-1.7387004	-1.4181563	AN0051-C
-0.178579	-1.2235087	AN0053-C
-0.573503	-1.1250432	AN0054-C
-0.6523246	-1.0961529	AN0055-C
-1.0351505	-1.3016422	AN0056-C
-0.58928263	-1.6261152	AN0057-C
-1.866015	-1.6048608	AN0058-C
0.080249585	-1.5319728	AN0059-C
-0.7568558	-1.5015434	AN0060-C
-0.23348114	-1.4103543	AN0061-C
-1.179844	-1.6101934	AN0062-C
-1.0766293	-1.4360353	AN0063-C
0.46991262	-1.8225288	AN0064-C
-0.32334533	-1.2354901	AN0065-C
-1.7091403	-1.1959034	AN0066-C
1.1249377	-2.0915608	AN0067-C
-1.6947443	-1.5386263	AN0068-C
-1.1687506	-1.213363	AN0069-C
-0.23066476	-1.6310868	AN0070-C
-1.4730666	-1.334128	AN0071-C
-0.8071855	-1.1250259	AN0072-C
0.6886641	-1.9226305	AN0073-C
-1.3512785	-1.5616001	AN0074-C
0.18448475	-1.7758493	AN0075-C
0.12377588	-1.8970538	AN0076-C
-1.8422314	-1.2989708	AN0077-C
-0.18769738	-1.1616966	AN0079-C
-1.8338858	-1.6594623	AN0080-C
0.12642804	-1.5193524	AN0081-C
-1.9589772	-1.2508526	AN0082-C
-0.08539309	-1.4298342	AN0083-C
-1.7414647	-1.0219991	AN0084-C
-0.7300176	-1.5511483	AN0085-C
-0.59620094	-2.0126674	AN0086-C
-0.03796073	-1.4298023	AN0087-C
-1.5553089	-1.6976715	AN0088-C
-2.1288867	-1.338034	AN0089-C
-0.94348186	-1.3708369	AN0090-C
-0.5463466	-1.313485	AN0091-C
-1.9788711	-1.4232043	AN0092-C
-1.5170324	-1.2201666	AN0093-C
-0.65194124	-1.3981063	AN0094-C
-0.7493612	-1.3095835	AN0095-C
-0.25885978	-1.0040466	AN0096-C
-1.1033938	-1.131276	AN0097-C
-0.6815621	-1.3676715	AN0098-C
1.9367942	-2.4242465	AN0099-C
-1.1793414	-1.331983	AN0100-C
-0.21747825	-1.5224085	AN0101-C
-1.3122344	-1.1683913	AN0102-C
-0.87355536	-1.1318375	AN0103-C
0.029035367	-1.389992	AN0104-C
-0.9598844	-1.163628	AN0105-C
0.76111627	-1.964871	AN0106-C
-1.2563139	-1.43656	AN0107-C
-0.4488726	-1.2525566	AN0108-C
-0.74761695	-1.3289695	AN0109-C
-0.9523226	-1.4497253	AN0111-C
-1.267374	-1.6423413	AN0112-C
-0.8658813	-1.5154719	AN0113-C
-1.1211101	-0.9308929	AN0114-C
0.37115768	-1.5421557	AN0115-C
-0.20520696	-2.129479	AN0117-C
-0.8065248	-1.408902	AN0118-C
-0.03235259	-1.3586239	AN0119-C
-1.9318366	-1.2611271	AN0120-C
-0.80036753	-1.5089906	AN0121-C
-0.03817197	-1.8948582	AN0122-C
-2.477594	-2.8540075	AN0123-C
-2.9986298	-2.6373453	AN0124-C
-3.3870084	-3.92852	AN0125-C
-3.3165057	-3.7590876	AN0126-C
-2.93052	-3.2364705	AN0127-C
-2.6273167	-2.1370609	AN0128-C
-3.181652	-2.04357	AN0129-C
-1.2628238	-1.6827077	AN0130-C
-2.9926324	-2.4792063	AN0131-C
0.24910858	-1.8508085	AN0132-C
0.9792389	-2.075498	AN0134-C
-2.1106646	-1.5175363	AN0135-C
-1.9316728	-1.477313	AN0136-C
0.59722215	-2.023766	AN0137-C
-2.9246855	-3.2379336	AN0138-C
-2.5420961	-2.399571	AN0139-C
-3.0100045	-3.0566354	AN0140-C
-0.9519463	-2.0812693	AN0141-C
-0.0021750554	-2.8472283	AN0142-C
-1.7403175	-1.1828731	AN0143-C
-4.1895638	-7.6150675	AN0144-C
-3.762521	-4.189858	AN0147-C
-0.46663502	-1.6005499	AN0149-C
-2.3686624	-1.9139373	AN0151-C
-0.63086003	-1.2331167	AN0152-C
-1.7209494	-1.3742766	AN0153-C
-3.6011896	-3.7943392	AN0154-C
-2.3478727	-2.2112474	AN0155-C
-1.4188722	-1.6467648	AN0156-C
-1.3356513	-1.3200313	AN0157-C
0.71966976	-1.6730233	AN0158-C
-1.2029719	-1.4767174	AN0159-C
-1.6158643	-1.4041318	AN0160-C
0.46916494	-1.598023	AN0162-C
-2.1616116	-1.8139611	AN0163-C
-2.8434024	-3.1996326	AN0164-C
-0.46816656	-1.4425921	AN0165-C
-0.6009992	-1.5617334	AN0166-C
-2.669671	-2.2547057	AN0167-C
-3.0620644	-2.4811807	AN0168-C
-0.8604426	-2.7937732	AN0169-C
-1.4443202	-2.3609111	AN0170-C
-3.9796033	-7.459157	AN0171-C
